,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
135,100.0,100.0,60689,0,0,5,-5,1,4,5.0,5.0,8,Chris,5.0,447,True,,2024-10-26T11:00:07.644070Z,65,60689.jpg,5.9,Wood,22.6,False,,a,16,17,88,3536524,127626,1762868,23188,0.8,13.5,Wood,154.0,1144,10,0,6,15,0,0,0,1,0,0,20,344,370.8,106.9,420.0,90.0,14,6.07,0.19,6.26,13.72,24,4,166,21,12,5,28,6,,,,,1.0,,0.48,0.0,0.01,0.49,1.08,1.18,44,19,31,7,7,3,15,5,1.1,0.47,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,FWD
136,,,433979,0,0,0,0,1,4,0.8,1.3,2,Cameron,1.8,27,False,,,50,433979.jpg,2.3,Archer,2.2,False,,a,17,20,34,426916,9664,344473,8343,0.4,6.8,Archer,241.0,836,2,0,1,17,0,0,1,0,0,0,4,90,90.2,38.9,258.0,38.8,9,4.35,0.37,4.72,22.34,277,25,285,32,45,18,172,24,,,,,2.0,,0.47,0.0,0.04,0.51,2.41,1.83,213,47,193,25,207,29,132,22,0.97,0.11,2,1060,1065,1060,1070,1060,1060,Southampton,17,FWD
137,,,155511,0,0,-4,4,0,4,2.8,3.3,2,Adam,3.8,453,False,,,51,155511.jpg,2.5,Armstrong,0.9,False,,a,17,20,30,154013,8049,225627,4239,0.7,5.9,Armstrong,241.0,771,2,2,1,14,0,0,1,4,0,0,2,97,111.6,95.8,179.0,38.5,9,2.36,0.44,2.8,18.93,247,24,181,22,78,26,174,25,,,,,1.0,,0.28,0.0,0.05,0.33,2.21,1.63,176,44,73,15,176,26,208,36,1.05,0.12,2,1060,1065,1060,1070,1060,1060,Southampton,17,FWD
138,100.0,100.0,154566,0,0,0,0,1,4,4.2,3.2,6,Dominic,3.2,82,False,,2024-12-02T00:00:07.868049Z,75,154566.jpg,4.7,Solanke-Mitchell,8.7,False,,a,18,6,56,2080254,26358,3927833,19759,0.4,7.5,Solanke,241.0,1067,5,3,2,16,0,0,0,0,0,0,3,233,291.4,128.6,417.0,83.6,12,6.69,0.7,7.39,18.82,63,10,144,16,13,6,35,9,,,,,,,0.56,0.0,0.06,0.62,1.59,1.35,16,6,87,17,29,11,44,11,1.01,0.17,4,1220,1260,1110,1170,1330,1350,Spurs,18,FWD
139,0.0,,57531,0,0,-1,1,1,4,0.0,1.2,0,Michail,1.2,512,False,Leg injury - Unknown return date,2024-12-09T17:00:08.418178Z,54,57531.jpg,3.0,Antonio,1.8,False,,i,19,21,42,384012,1755,381370,25183,0.2,7.8,Antonio,107.0,834,1,4,4,18,0,0,0,1,0,0,3,111,72.0,139.5,194.0,39.5,11,2.2,0.91,3.11,17.83,300,29,128,12,67,23,168,23,,,,,,,0.24,0.0,0.1,0.34,1.92,1.94,124,37,245,29,122,20,152,26,1.19,0.43,3,1100,1100,1080,1070,1120,1130,West Ham,19,FWD
140,100.0,75.0,84939,0,0,0,0,0,4,1.0,0.8,1,Danny,1.0,523,False,,2024-12-04T09:30:08.866937Z,50,84939.jpg,2.6,Ings,1.6,False,,a,19,21,23,343948,1795,320316,6779,0.2,4.6,Ings,241.0,172,1,2,0,2,0,0,0,0,0,0,4,77,73.0,52.0,137.0,26.3,1,2.05,0.05,2.1,2.5,296,28,257,30,108,30,242,30,,,,,,,1.07,0.0,0.03,1.1,1.31,1.05,190,45,267,34,162,23,164,29,0.52,0.0,3,1100,1100,1080,1070,1120,1130,West Ham,19,FWD
141,,,430871,0,0,6,-6,2,4,5.2,5.2,1,Matheus,5.2,541,True,,,71,430871.jpg,5.3,Santos Carneiro Da Cunha,24.4,False,,a,20,39,80,3035192,63385,675140,69012,0.7,11.3,Cunha,30.0,1245,7,3,1,35,0,0,0,2,0,0,16,380,428.6,397.7,382.0,120.8,14,3.37,2.62,5.99,23.85,9,2,15,1,20,11,7,2,2.0,,3.0,,3.0,,0.24,0.0,0.19,0.43,1.72,2.53,24,10,27,5,11,6,12,3,1.01,0.07,3,1075,1090,1060,1060,1090,1120,Wolves,20,FWD
142,,,247412,0,0,1,-1,0,4,5.0,5.0,2,Jørgen,5.0,566,False,,,56,247412.jpg,4.3,Strand Larsen,4.4,False,,a,20,39,65,750616,26116,315155,11672,0.9,11.6,Strand Larsen,161.0,1226,6,2,2,33,0,0,0,2,0,0,7,262,292.2,128.0,341.0,75.9,15,3.5,0.51,4.01,22.92,60,9,145,17,28,14,44,12,,,,,,,0.26,0.0,0.04,0.3,1.68,2.42,100,28,28,6,36,13,86,16,1.1,0.15,3,1075,1090,1060,1060,1090,1120,Wolves,20,FWD
143,100.0,100.0,444145,0,0,-2,2,1,3,1.8,1.8,0,Gabriel,0.8,9,False,,2024-10-18T16:00:06.884775Z,68,444145.jpg,3.8,Martinelli Silva,2.7,False,,a,1,3,50,628808,5192,688045,14300,0.1,7.4,Martinelli,30.0,778,3,2,4,9,0,0,0,1,0,0,4,159,210.0,177.4,304.0,69.1,9,2.18,1.86,4.04,8.78,134,48,92,70,35,20,57,35,,,,,,,0.25,0.0,0.22,0.47,1.02,1.04,35,18,304,156,64,31,114,34,1.04,0.46,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
144,,,499175,0,0,0,0,0,3,3.0,3.0,1,Ethan,2.0,12,False,,,45,499175.jpg,1.6,Nwaneri,0.4,False,,a,1,3,13,68668,2161,48184,2058,0.4,2.9,Nwaneri,241.0,76,1,0,0,0,0,0,0,0,0,0,0,49,52.6,29.2,41.0,12.3,0,0.15,0.19,0.34,0.71,335,159,303,178,250,140,323,159,,,,,,,0.18,0.0,0.22,0.4,0.84,0.0,427,259,162,78,299,137,269,86,0.0,0.0,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
145,100.0,100.0,184029,0,0,-2,2,0,3,5.8,5.8,2,Martin,4.8,13,False,,2024-09-10T00:30:06.311550Z,83,184029.jpg,4.1,Ødegaard,6.1,False,,a,1,3,33,482918,22071,1422948,20181,0.6,4.0,Ødegaard,161.0,664,1,2,4,5,0,0,0,1,0,0,3,153,167.0,297.8,133.0,59.9,8,1.77,1.95,3.72,5.66,180,71,35,29,114,74,83,51,3.0,,1.0,,2.0,,0.24,0.0,0.26,0.5,0.77,0.68,11,8,38,19,47,20,65,20,1.08,0.54,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
146,100.0,100.0,204480,0,0,-3,3,0,3,3.8,3.8,2,Declan,2.8,16,False,,2024-11-07T09:00:07.142642Z,62,204480.jpg,2.3,Rice,2.6,False,,a,1,3,30,159631,5102,556309,3648,0.5,4.8,Rice,241.0,1102,0,2,3,15,0,0,0,3,1,0,2,190,215.2,362.7,114.0,68.7,13,0.94,2.36,3.3,11.15,130,45,20,17,129,83,59,37,2.0,,2.0,,,,0.08,0.0,0.19,0.27,0.91,1.23,62,40,110,59,208,90,119,35,1.06,0.25,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
147,100.0,100.0,223340,0,0,5,-5,4,3,10.0,10.0,2,Bukayo,9.0,17,True,,2024-11-10T23:00:07.191683Z,105,223340.jpg,7.4,Saka,42.8,False,,a,1,3,103,4861193,98186,3572552,42726,0.9,9.8,Saka,241.0,1155,5,11,5,12,0,0,0,3,0,0,16,409,493.4,580.6,563.0,163.6,14,3.84,5.04,8.88,9.69,6,4,1,1,4,2,3,3,1.0,,,,1.0,,0.3,0.0,0.39,0.69,0.76,0.94,4,3,3,3,3,3,3,3,1.09,0.39,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
148,100.0,100.0,167199,0,0,0,0,0,3,5.0,5.0,2,Thomas,4.0,20,False,,2024-11-30T22:00:07.258906Z,50,167199.jpg,3.4,Partey,0.9,False,,a,1,3,47,249053,2457,209739,2405,0.8,9.4,Thomas,81.0,1197,2,1,4,13,0,0,0,2,0,0,5,245,270.8,162.2,94.0,53.0,13,1.19,0.93,2.12,12.43,76,27,111,81,152,95,105,63,,,,,,,0.09,0.0,0.07,0.16,0.93,0.98,196,121,61,30,80,37,213,65,0.98,0.3,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
149,100.0,100.0,116216,0,0,-2,2,1,3,5.2,5.2,1,Leandro,4.2,23,False,,2024-11-21T08:30:08.540890Z,68,116216.jpg,3.2,Trossard,1.8,False,,a,1,3,48,358651,3718,425613,6506,0.6,7.1,Trossard,21.0,838,3,2,3,11,0,0,0,0,1,0,5,176,211.8,200.0,277.0,68.7,10,2.5,0.9,3.4,6.8,133,47,75,59,39,24,60,38,,,,,4.0,,0.27,0.0,0.1,0.37,0.73,1.18,31,16,56,28,103,46,151,45,1.07,0.32,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
150,100.0,100.0,195384,0,0,0,0,0,3,2.2,2.2,1,Mikel,1.2,633,False,,2024-11-30T22:00:08.239353Z,60,195384.jpg,2.2,Merino,0.1,False,,a,1,3,18,19419,218,15789,447,0.2,3.0,Merino,200.0,403,1,0,1,5,0,0,0,1,0,0,1,68,104.2,58.3,77.0,23.7,4,1.13,0.33,1.46,3.91,257,112,242,151,184,111,259,127,,,,,,,0.25,0.0,0.07,0.32,0.87,1.12,79,51,252,127,225,98,487,183,0.89,0.22,5,1350,1375,1360,1360,1340,1390,Arsenal,1,MID
151,25.0,100.0,215711,0,0,-3,3,0,3,0.4,2.0,1,Leon,1.5,28,False,Hamstring injury - 25% chance of playing,2024-12-09T09:30:06.119495Z,62,215711.jpg,1.9,Bailey,0.9,False,,d,2,7,27,137046,349,404985,4512,0.2,4.4,Bailey,107.0,727,0,2,1,12,0,0,0,2,0,0,0,90,66.8,153.8,138.0,35.7,10,0.58,2.33,2.91,8.93,313,148,119,86,107,68,188,100,3.0,,4.0,,,,0.07,0.0,0.29,0.36,1.11,1.49,64,42,218,109,267,122,210,64,1.24,0.12,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
152,100.0,100.0,88894,0,0,-3,3,0,3,3.0,3.5,1,Ross,3.0,29,False,,2024-11-01T16:30:07.356966Z,52,88894.jpg,2.2,Barkley,0.3,False,,a,2,7,27,20687,339,76746,687,0.6,5.2,Barkley,241.0,440,2,1,1,6,0,0,0,3,0,0,2,101,142.0,95.8,171.0,40.8,2,1.53,0.36,1.89,4.14,208,85,182,118,84,51,162,93,,,,,,,0.31,0.0,0.07,0.38,0.85,1.23,160,96,96,51,220,94,317,103,0.41,0.2,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
153,100.0,100.0,122806,0,0,-3,3,0,3,3.0,3.5,3,John,3.0,48,False,,2024-09-21T20:30:05.276348Z,52,122806.jpg,2.1,McGinn,0.8,False,,a,2,7,27,67506,1081,212780,1642,0.6,5.2,McGinn,243.0,886,0,1,3,15,0,0,0,2,0,0,0,113,66.8,191.6,133.0,39.3,11,1.82,1.25,3.07,11.21,312,147,83,65,113,73,169,96,,,,,,,0.18,0.0,0.13,0.31,1.14,1.52,162,98,97,52,235,104,228,72,1.12,0.3,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
154,0.0,0.0,232653,0,0,-1,1,0,3,0.0,0.0,0,Jacob,0.0,53,False,Hamstring injury - Expected back 21 Dec,2024-11-10T23:00:07.265497Z,54,232653.jpg,2.2,Ramsey,0.2,False,,i,2,7,22,43524,28,60368,637,0.0,4.1,Ramsey,241.0,632,0,2,0,14,0,0,0,1,0,0,0,118,99.4,122.1,113.0,33.7,7,0.69,1.17,1.86,9.42,265,118,153,102,131,85,199,104,,,,,,,0.1,0.0,0.17,0.27,1.34,1.99,134,79,672,302,222,95,345,117,1.0,0.0,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
155,100.0,100.0,244850,1,-1,4,-4,1,3,3.5,4.0,2,Morgan,3.5,54,False,,2024-11-04T00:00:07.298201Z,54,244850.jpg,3.9,Rogers,21.9,False,,a,2,7,59,2974241,24670,1527779,59263,0.6,10.9,Rogers,241.0,1221,4,2,2,17,0,0,0,4,0,0,6,195,277.2,316.0,271.0,86.6,15,3.09,2.41,5.5,14.45,74,25,32,27,42,26,32,22,,,,,,,0.23,0.0,0.18,0.41,1.07,1.25,136,81,79,41,57,28,17,5,1.11,0.15,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
156,,,166989,0,0,0,0,0,3,2.0,2.5,1,Youri,2.0,57,False,,,55,166989.jpg,2.8,Tielemans,1.2,False,,a,2,7,42,222357,941,202164,5408,0.4,7.6,Tielemans,21.0,1301,0,4,1,22,0,0,1,3,0,0,5,291,327.0,563.0,79.0,96.9,15,1.35,3.33,4.68,17.37,38,11,2,2,178,109,22,18,1.0,,,,1.0,,0.09,0.0,0.23,0.32,1.2,1.52,108,65,175,86,146,62,192,55,1.04,0.07,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
157,100.0,50.0,449871,0,0,-1,1,0,3,0.0,0.2,0,Amadou,0.0,233,False,,2024-11-21T08:30:08.977638Z,49,449871.jpg,3.1,Onana,3.0,False,,a,2,7,31,1421847,766,1368008,8706,0.0,6.3,Onana,21.0,704,2,0,1,13,0,0,0,3,0,0,5,146,178.8,68.9,168.0,41.7,10,1.58,0.19,1.77,10.99,169,64,215,135,86,53,151,89,,,,,,,0.2,0.0,0.02,0.22,1.4,1.66,276,180,632,277,113,48,108,32,1.28,0.13,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,MID
158,100.0,100.0,111317,0,0,-1,1,0,3,3.2,3.2,3,David,3.2,62,False,,2024-08-12T14:30:04.440536Z,49,111317.jpg,2.1,Brooks,0.0,False,,a,3,91,17,2660,228,2130,82,0.7,3.5,Brooks,244.0,143,1,1,0,2,0,0,0,1,0,0,1,59,60.4,61.2,47.0,16.9,1,0.47,0.67,1.14,2.0,326,154,233,145,236,130,300,150,,,,,,,0.3,0.0,0.42,0.72,1.26,1.26,244,156,83,44,233,102,593,251,0.63,0.0,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
159,100.0,100.0,158499,0,0,-1,1,0,3,1.8,1.8,2,Ryan,1.8,63,False,,2024-11-09T20:00:07.258668Z,49,158499.jpg,2.1,Christie,0.1,False,,a,3,91,30,18422,176,29197,336,0.4,6.1,Christie,243.0,951,1,0,4,14,0,0,0,5,0,0,0,173,185.6,194.5,92.0,47.4,12,0.58,1.2,1.78,11.77,160,59,80,63,156,98,133,76,4.0,,,,,,0.05,0.0,0.11,0.16,1.11,1.32,248,158,185,88,234,103,418,148,1.14,0.38,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
160,100.0,100.0,155408,0,0,0,0,0,3,1.0,1.0,2,Lewis,1.0,64,False,,2024-11-30T22:00:07.304760Z,50,155408.jpg,2.9,Cook,0.2,False,,a,3,91,40,48932,364,40270,843,0.2,8.0,Cook,241.0,1176,1,3,1,18,0,0,0,4,0,0,2,227,291.8,320.2,71.0,68.3,13,0.56,1.85,2.41,16.7,62,20,30,25,193,116,62,39,1.0,,,,,,0.04,0.0,0.14,0.18,1.28,1.38,195,120,268,136,131,54,354,122,0.99,0.08,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
161,,,222683,0,0,0,0,2,3,6.8,6.8,2,Justin,6.8,71,False,,,55,222683.jpg,4.1,Kluivert,4.5,False,,a,3,91,62,541825,41879,111751,22956,1.2,11.3,Kluivert,152.0,897,5,2,5,14,0,0,0,4,0,0,5,210,287.6,249.7,371.0,90.9,12,5.13,1.06,6.19,11.32,66,21,50,41,21,10,26,20,,,,,1.0,,0.51,0.0,0.11,0.62,1.14,1.4,116,71,9,7,43,17,85,25,1.2,0.5,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
162,100.0,100.0,533463,0,0,0,0,1,3,3.8,3.8,12,Dango,3.8,74,False,,2024-11-01T16:30:07.369192Z,50,533463.jpg,3.1,Ouattara,0.0,False,,a,3,91,37,4373,906,4809,78,0.8,7.4,O.Dango,35.0,516,2,2,1,5,0,0,0,0,0,0,4,143,180.2,135.7,172.0,48.7,4,2.99,1.15,4.14,6.63,167,63,133,94,83,50,127,72,,,,,,,0.52,0.0,0.2,0.72,1.16,0.87,230,147,72,37,116,50,552,223,0.7,0.17,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
163,0.0,0.0,503139,0,0,-3,3,0,3,0.0,0.0,0,Alex,0.0,77,False,Knee injury - Unknown return date,2024-10-25T09:00:05.962917Z,47,503139.jpg,1.4,Scott,0.0,False,,i,3,91,11,2300,12,5706,56,0.0,2.3,Scott,241.0,258,0,0,1,3,0,0,0,0,0,0,0,54,71.0,65.5,21.0,15.8,2,0.12,0.17,0.29,3.67,304,140,224,140,296,162,308,153,,,,,,,0.04,0.0,0.06,0.1,1.28,1.05,342,222,610,260,336,158,560,227,0.7,0.35,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
164,100.0,100.0,437730,0,0,2,-2,1,3,1.5,1.5,2,Antoine,1.5,78,False,,2024-11-13T14:00:07.717891Z,57,437730.jpg,3.7,Semenyo,7.0,False,,a,3,91,52,2070979,15727,1509403,25593,0.3,9.1,Semenyo,81.0,1231,4,1,2,18,0,0,0,5,0,0,4,213,282.2,275.6,480.0,103.1,14,4.16,2.24,6.4,17.04,69,23,43,34,9,6,16,12,,,,,,,0.3,0.0,0.16,0.46,1.25,1.32,95,60,215,107,67,32,57,18,1.02,0.15,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
165,0.0,0.0,224995,0,0,-1,1,1,3,0.0,0.0,0,Luis,0.0,80,False,Hamstring injury - Unknown return date,2024-10-25T09:00:05.974870Z,49,224995.jpg,2.4,Sinisterra,0.1,False,,i,3,91,19,68142,13,78653,424,0.0,3.9,Sinisterra,48.0,203,1,1,0,3,0,0,0,0,0,0,2,75,98.4,96.3,177.0,37.2,1,1.09,0.91,2.0,3.48,266,119,180,117,79,48,180,99,,,,,,,0.48,0.0,0.4,0.88,1.54,1.33,264,171,625,272,193,82,411,143,0.44,0.0,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
166,,,201658,0,0,0,0,0,3,3.8,3.8,2,Marcus,3.8,83,False,,,55,201658.jpg,3.2,Tavernier,0.4,False,,a,3,91,48,89584,1641,72668,1728,0.7,8.7,Tavernier,241.0,1138,1,4,3,16,0,0,0,2,0,0,2,187,263.2,433.6,275.0,97.1,13,4.09,2.13,6.22,14.02,82,28,11,10,40,25,21,17,2.0,,2.0,,,,0.32,0.0,0.17,0.49,1.11,1.27,112,68,75,39,100,43,278,91,1.03,0.24,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,MID
167,100.0,100.0,440089,0,0,0,0,0,3,4.0,4.5,1,Mikkel,4.5,89,False,,2024-10-12T11:00:07.165630Z,50,440089.jpg,3.9,Damsgaard,1.4,False,,a,4,94,58,219503,8015,78339,9735,0.9,11.6,Damsgaard,58.0,1036,2,4,3,18,0,0,0,0,0,0,6,268,337.8,346.1,166.0,85.1,12,1.37,2.51,3.88,19.28,33,9,24,20,89,56,33,23,1.0,,3.0,,,,0.12,0.0,0.22,0.34,1.67,1.56,215,136,46,23,55,26,176,50,1.04,0.26,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
168,75.0,,204580,0,0,-1,1,0,3,0.8,1.5,0,Vitaly,1.5,94,False,Knock - 75% chance of playing,2024-12-10T00:00:07.895374Z,49,204580.jpg,3.1,Janelt,0.6,False,,d,4,94,44,107866,195,69575,6368,0.3,9.0,Janelt,80.0,1127,1,3,2,23,0,0,0,1,0,0,2,237,230.8,173.3,74.0,47.8,13,0.5,1.11,1.61,20.74,116,40,95,71,188,113,131,74,,,,,,,0.04,0.0,0.09,0.13,1.66,1.84,260,167,210,103,112,47,247,80,1.04,0.16,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
169,50.0,0.0,207283,0,0,-2,2,0,3,0.2,0.0,0,Mathias,1.0,95,False,Hamstring injury - 50% chance of playing,2024-11-30T22:00:07.383631Z,53,207283.jpg,2.1,Jensen,0.1,False,,d,4,94,17,6147,13,18827,155,0.2,3.2,Jensen,58.0,477,0,1,1,9,0,0,0,1,0,0,1,76,62.0,119.5,21.0,20.4,6,0.21,0.59,0.8,9.06,321,152,157,103,301,166,276,140,3.0,,,,,,0.04,0.0,0.11,0.15,1.71,1.7,151,90,274,141,236,105,494,188,1.13,0.19,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
170,,,249231,0,0,0,0,0,3,1.3,1.8,1,Keane,1.8,98,False,,,50,249231.jpg,2.4,Lewis-Potter,0.1,False,,a,4,94,36,19180,100,16908,518,0.4,7.2,Lewis-Potter,241.0,1112,0,3,2,23,0,0,0,3,0,0,0,161,173.8,169.3,177.0,52.0,13,0.9,1.85,2.75,22.22,176,67,100,75,80,49,110,65,,,4.0,,,,0.07,0.0,0.15,0.22,1.8,1.86,212,134,192,93,195,84,452,164,1.05,0.16,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
171,100.0,100.0,446008,-1,1,6,-6,3,3,4.5,5.0,13,Bryan,5.0,99,True,,2024-11-13T15:00:08.005055Z,76,446008.jpg,6.4,Mbeumo,29.1,False,,a,4,94,96,5154032,71253,2631105,81419,0.7,12.6,Mbeumo,38.0,1345,9,2,2,26,0,0,0,2,0,0,15,372,501.4,425.1,292.0,122.0,15,4.26,3.44,7.7,24.99,5,3,13,12,37,22,6,5,2.0,,2.0,,2.0,,0.29,0.0,0.23,0.52,1.67,1.74,15,10,32,17,5,4,7,4,1.0,0.13,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
172,100.0,75.0,128295,0,0,-2,2,0,3,0.7,0.9,5,Christian,1.2,101,False,,2024-12-05T01:00:07.750977Z,48,128295.jpg,2.4,Nørgaard,0.2,False,,a,4,94,29,31124,1240,28642,538,0.3,6.0,Nørgaard,58.0,974,1,2,0,19,0,0,0,2,1,0,0,195,241.4,129.7,93.0,46.5,12,1.29,0.25,1.54,16.98,104,35,141,99,155,97,135,78,,,,,,,0.12,0.0,0.02,0.14,1.57,1.76,292,191,235,117,190,79,393,137,1.11,0.0,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
173,,,513418,0,0,-4,4,1,3,8.3,8.8,6,Kevin,8.8,106,False,,,51,513418.jpg,3.5,Schade,0.6,False,,a,4,94,53,89502,18885,35096,3595,1.7,10.4,Schade,80.0,655,4,3,1,14,0,0,0,1,0,0,3,169,220.4,53.3,270.0,53.9,7,3.42,0.43,3.85,11.11,128,44,253,157,43,27,101,61,,,,,,,0.47,0.0,0.06,0.53,1.53,1.92,185,114,5,5,77,35,240,78,0.96,0.14,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
174,,,508395,0,0,-1,1,0,3,1.0,1.5,2,Yehor,1.5,111,False,,,44,508395.jpg,1.2,Yarmoliuk,3.4,False,,a,4,94,13,408080,13520,352948,10806,0.3,3.0,Yarmoliuk,225.0,315,0,0,0,9,0,0,0,1,0,0,0,79,84.0,69.2,31.0,18.4,3,0.39,0.27,0.66,7.8,287,132,214,134,269,147,290,146,,,,,,,0.11,0.0,0.08,0.19,2.23,2.57,520,306,204,98,358,173,101,31,0.86,0.0,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
175,,,244858,0,0,-3,3,0,3,0.5,1.0,2,Fábio,1.0,314,False,,,47,244858.jpg,1.8,Freitas Gouveia Carvalho,0.7,False,,a,4,94,25,164694,1465,233303,2575,0.2,5.3,Carvalho,173.0,394,1,1,0,12,0,0,0,1,0,0,1,95,106.2,59.5,120.0,28.3,3,1.64,0.51,2.15,10.94,253,109,239,148,124,80,230,118,4.0,,,,,,0.37,0.0,0.12,0.49,2.5,2.74,333,217,262,131,273,125,230,74,0.69,0.0,3,1090,1155,1080,1120,1100,1190,Brentford,4,MID
176,100.0,100.0,535818,0,0,-2,2,0,3,1.0,1.0,0,Simon,1.0,113,False,,2024-09-29T22:30:06.392264Z,53,535818.jpg,2.1,Adingra,0.4,False,,a,5,36,21,108152,363,138963,954,0.2,4.0,Adingra,54.0,324,1,1,0,5,0,0,0,0,0,0,0,67,79.8,51.0,99.0,23.0,3,0.58,0.98,1.56,4.91,288,133,260,161,143,91,261,128,,,,,,,0.16,0.0,0.27,0.43,1.36,1.39,155,93,276,143,237,106,298,97,0.83,0.0,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
177,100.0,100.0,535301,0,0,0,0,1,3,1.8,1.8,0,Carlos,1.8,115,False,,2024-11-23T17:30:08.295877Z,50,535301.jpg,2.9,Baleba,0.2,False,,a,5,36,35,52574,760,39780,967,0.4,7.0,Baleba,38.0,808,2,1,3,12,0,0,0,2,1,0,4,172,199.4,124.0,88.0,41.2,10,1.01,0.26,1.27,13.09,143,51,149,100,162,101,158,91,,,,,,,0.11,0.0,0.03,0.14,1.46,1.34,231,148,194,94,133,55,360,125,1.11,0.33,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
178,25.0,25.0,532529,0,0,0,0,1,3,0.0,0.0,0,Jack,0.0,126,False,Knee injury - 25% chance of playing,2024-11-10T01:30:07.476316Z,50,532529.jpg,2.8,Hinshelwood,0.1,False,,d,5,36,28,23410,8,22514,338,0.0,5.6,Hinshelwood,241.0,839,1,0,3,13,0,0,0,2,0,0,3,129,117.0,111.3,76.0,30.6,10,0.74,0.68,1.42,16.85,237,101,163,107,186,112,213,109,6.0,,,,,,0.08,0.0,0.07,0.15,1.81,1.39,229,146,655,294,143,61,485,182,1.07,0.32,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
179,100.0,100.0,592031,0,0,-4,4,0,3,2.0,2.0,6,Yankuba,2.0,135,False,,2024-10-19T22:30:05.622192Z,51,592031.jpg,2.9,Minteh,0.4,False,,a,5,36,29,255105,990,346696,636,0.4,5.7,Minteh,78.0,437,2,2,1,8,0,0,0,2,0,0,0,107,130.4,158.2,138.0,42.6,5,1.28,1.29,2.57,6.12,224,94,115,83,105,67,142,82,5.0,,,,,,0.26,0.0,0.27,0.53,1.26,1.65,186,115,172,85,134,56,274,89,1.03,0.21,3,1100,1175,1070,1130,1130,1220,Brighton,5,MID
